"","lsoa11cd","pop","min.dist","access.index","rank.access"
"114","E01008403",1457,598.302230879523,0,148
"115","E01008404",1647,213.169282742963,5677.50945703217,100
"116","E01008405",1417,147.865765463366,10379.7896650154,113
"117","E01008406",1557,139.970467196041,19884.1869964795,28
"118","E01008407",2794,259.291328701646,16976.85122763,96
"119","E01008409",1710,188.627032667971,39699.782496145,72
"120","E01008410",1720,29.8356692776752,38211.6640949287,34
"121","E01008411",1777,70.0903000646514,23979.8985088979,42
"122","E01008412",1657,29.0125739262752,31269.7181841684,5
"123","E01008413",1473,256.732645173455,44103.5466068767,142
"124","E01008415",1214,59.037958561185,17499.2106917242,11
"125","E01008416",1690,247.418718891685,2181.5934320715,112
"126","E01008418",2011,209.440235131907,23541.4103265921,22
"127","E01008419",1521,73.4955619996507,41164.2001498985,144
"128","E01008420",1347,394.451072497255,10319.8995987649,140
"129","E01008421",1521,40.9263630182164,5926.69814674523,45
"130","E01008422",1646,230.264153499414,25683.7723389487,79
"131","E01008423",1388,296.881542220947,3937.71870803278,37
"132","E01008424",1743,112.571889351173,10063.5408834144,99
"133","E01008425",1795,315.262743961217,14428.2191350159,90
"134","E01008426",1654,117.275367734809,27415.8422760599,7
"135","E01008427",1172,212.237328472133,23156.5279843549,167
"136","E01008428",1295,146.306861166965,17757.0538543965,129
"137","E01008429",1420,192.548616066637,10542.3929134247,106
"138","E01008430",1354,395.14451588492,1741.57181854808,60
"139","E01008431",1353,290.806934552391,3300.79496185679,115
"140","E01008432",1355,269.462464836585,6745.0334094762,35
"141","E01008433",1383,244.783654350418,16068.4811127268,166
"142","E01008434",1477,223.314261211453,6997.3588025581,12
"143","E01008435",1474,131.291883866597,14589.5376226384,1
"144","E01008436",1489,165.041345494357,6757.80494792243,103
"145","E01008437",1219,284.590037693763,11551.9396135694,38
"146","E01008438",1648,362.570437888974,9935.30502108166,23
"147","E01008439",1828,137.965818469436,32714.8903398773,171
"148","E01008441",1649,410.634874248414,7809.57508620599,50
"149","E01008442",1374,534.703747880991,0,49
"150","E01008443",1433,954.972874502569,0,131
"151","E01008444",1545,154.905720442546,13012.8624381476,139
"152","E01008445",1930,207.277152958579,11414.5830362444,93
"153","E01008446",1417,517.075236512879,0,155
"154","E01008447",1317,57.5094981421509,11592.6704523337,54
"155","E01008448",1482,451.531425279435,3255.07727557774,98
"156","E01008449",1783,313.984944275313,8352.40977090539,32
"157","E01008450",1480,337.663760403872,7811.273024354,168
"158","E01008451",1788,221.397027620473,19102.3929745789,125
"159","E01008452",1428,312.086191267899,16772.5148882308,138
"160","E01008453",1669,91.5559773247527,22346.2823103804,8
"161","E01008455",1646,279.759503233263,17417.8147191772,169
"162","E01008456",1498,64.4492700063754,21284.8349491292,6
"163","E01008457",1565,100.804299162071,14216.6023726922,19
"164","E01008458",1661,629.701099522687,0,20
"165","E01008459",1982,102.616544096772,17390.3168960799,21
"166","E01008460",1550,110.755659161693,5471.92057109386,91
"167","E01033543",1302,202.949093635517,5965.18901223138,104
"168","E01033545",1187,407.300782106731,2581.44515083513,114
"169","E01033547",2127,289.700595706776,1234.25610919944,149
"170","E01033548",1117,538.061936607135,0,150
"171","E01033550",2056,422.496378648131,4881.06025533991,153
"172","E01033551",1754,713.868739428775,0,164
"173","E01033553",2608,531.616333194344,0,170
"174","E01033554",1313,245.985088508536,9770.19189144234,172
"175","E01033556",2512,35.2769841487813,29054.5096344993,173
