"","x"
"696",1234.26917906318
"697",1494.7241087282
"698",914.606356796043
"699",1414.19924661675
"700",1289.34746785166
"701",730.809357489999
"702",2873.73524792288
"703",3344.18025047427
"704",3199.24079902476
"705",1848.97387712835
"706",1819.54575940104
"707",1733.83399678142
"708",1775.49704970504
"709",2425.32729762848
"710",2403.15698786366
"711",2393.71627678059
"712",2394.94756990373
"713",2339.41400952529
"714",2859.08550453446
"715",2630.78881986185
"716",2287.20283435034
"717",1387.20231244959
"718",1234.70130721703
"719",1200.48795150895
"720",1175.48393765733
"721",1137.29005309648
"722",1083.49987518935
"723",1560.28575102566
"724",1547.28048563784
"725",1054.45711566592
"726",1476.83666033233
"727",1004.01180085838
"728",998.565641997939
"729",991.89303385591
"730",1353.34059483992
"731",922.255201321556
"732",917.260513911601
"733",958.077710487818
"734",936.7827857768
"735",1785.39397790518
"736",1785.31751963012
"737",1234.35791342829
"738",1208.17798976641
"739",1201.55810347998
"740",939.002550821235
"741",1190.66514291794
"742",919.683441094957
"743",962.380749818147
"744",968.209452298262
"745",1019.10014572639
"746",790.450993196661
"747",1006.28789602184
"748",791.985542994191
"749",781.851505946622
"750",787.604965515011
"751",773.119175456502
"752",837.903898948852
"753",866.73609482353
"754",838.768172138705
"755",1245.5490800441
"756",1197.91144897398
"757",1027.67548955573
"758",1039.60758996781
"759",874.532329634412
"760",883.026789930263
"761",798.130470748324
"762",641.249374866287
"763",622.03877700151
"764",2084.15811677659
"765",3527.50346041746
"766",2100.26314402796
"767",3569.96727673734
"768",3581.07242825635
"769",3446.36026864773
"770",3437.33657720502
"771",2941.30445646013
"772",2937.86720359764
"773",3422.04419539386
"774",3575.15000911035
"775",3562.90256055827
"776",3609.83502875
"777",3571.623891627
"778",3568.77588915322
"779",3602.63502294136
"780",3576.87996249539
"781",3786.64977654427
"782",3691.60142211115
"783",3771.27820309661
"784",3548.0163543287
"785",3776.90408454825
"786",3592.79212338817
"787",3592.76144803933
"788",3752.46235911291
"789",3776.16744734281
"790",3732.29105215084
"791",3767.93969882963
"792",3681.25721113187
"793",3787.09608016202
"794",3711.66854779382
"795",3786.46495809978
"796",3786.56297637528
"797",3421.69117196436
"798",3738.05903506897
"799",3646.68240691401
"800",3711.97961568278
"801",3668.3930968649
"802",3764.19028578092
"803",3759.23013838971
"804",3736.97447473816
"805",3474.82097177866
"806",3457.64024156963
"807",3489.71425523405
"808",3616.60642673378
"809",3749.05108606907
"810",3600.59673520797
"811",3162.74628415435
"812",2931.06953949378
"813",3957.37030137144
"814",2916.10286997592
"815",3950.26853223592
"816",3789.64287479709
"817",3854.82123286523
"818",3785.70326811365
"819",3910.26540120166
"820",4004.65351953182
"821",2847.74953192792
"822",2852.03979861524
"823",3777.94218822178
"824",3223.36657124474
"825",2666.04871793805
"826",2703.22298013656
"827",2629.877372611
"828",3028.28223584315
"829",2940.4644885792
"830",2840.47736209532
"831",2843.13414842022
"832",2480.91386438676
"833",2341.13741741465
"834",2576.30809055641
"835",2300.18851022527
"836",1284.98386388044
"837",1268.23095041292
"838",1193.70865710904
"839",1952.63325348278
"840",1220.60213863636
"841",1317.64135442296
"842",1239.11037082727
"843",1261.77021906146
"844",2274.91587325241
"845",2254.07420955858
"846",1815.82293929736
"847",2115.74724517702
"848",1823.93497695061
"849",1786.50419907253
"850",2445.99112480757
"851",1044.09572379732
"852",1043.88303583364
"853",1039.88389527806
"854",1832.8516392745
"855",1788.88128447262
"856",1761.51688191483
"857",1019.94051129059
"858",1018.26116586708
"859",2329.8473448809
"860",2269.70699717868
"861",1339.39940258609
"862",978.535796232346
"863",1309.00802758208
"864",1355.13056584841
"865",1308.07345356914
"866",1308.16480322799
"867",1823.63267375013
"868",1829.38742613497
"869",1823.60424474806
"870",1784.02738829149
"871",1094.17701934654
"872",1128.9667494772
"873",1103.74280585238
"874",1107.03815806682
"875",1094.46235064815
"876",1129.88983702943
"877",1086.623100911
"878",1075.20804392516
"879",1060.21700669764
"880",597.22701041459
"881",650.175806545103
"882",1053.25848823112
"883",618.14858694508
"884",639.879911448336
"885",861.559474063295
"886",865.448680606995
"887",843.120892965951
"888",815.641817246563
"889",833.451722318762
"890",814.986998034182
"891",192.717815478691
"892",198.983495815475
"893",193.60934842696
"894",193.673848433912
"895",217.733036211207
"896",243.4477253741
"897",244.781580828945
"898",363.482757160064
"899",391.379746614518
"900",396.8495323973
"901",400.007622052327
"902",404.754101286249
"903",267.506281539227
"904",264.140075900471
"905",272.241051589989
"906",274.26150921421
"907",442.614095452962
"908",498.162824959871
"909",334.162908160671
"910",524.180424150379
"911",351.159947945931
"912",626.105510345194
"913",650.759861239419
"914",650.057614982319
"915",660.642592467395
"916",670.037941085147
"917",587.252611053351
"918",672.36684042104
"919",582.096717946381
"920",591.127876363763
"921",563.806524847636
"922",1871.95848411371
"923",1643.13085021684
"924",1738.50790085611
"925",841.602656964285
"926",841.405346794376
"927",1775.66954126318
"928",1775.79542868436
"929",755.060193930374
"930",723.122396507858
"931",717.655397648573
"932",771.580574161519
"933",1786.28608821756
"934",1779.48684910841
"935",1778.71794277926
"936",1784.09873011903
"937",1799.70966430734
"938",1678.9690048166
"939",1411.60561536935
"940",1405.17679277652
"941",508.855429215309
"942",504.950054599176
"943",565.004683926328
"944",461.138421878474
"945",1944.86711606425
"946",706.471608383983
"947",679.217971997269
"948",109.576758896783
"949",93.1699089104227
"950",91.007291328393
"951",39.9188267982595
"952",40.1496636500238
"953",85.9169623702774
"954",84.5397392296241
"955",89.778571122418
"956",96.1073493252668
"957",37.0921850746935
"958",38.9293443932971
"959",55.8842935639176
"960",55.8819998642512
"961",46.7386613272247
"962",48.6587138567479
"963",57.9263068853468
"964",51.361589718831
"965",51.3724409853828
"966",50.0246851891807
"967",50.025758791006
"968",50.1578136813059
"969",66.4355493265223
"970",27.3005829676651
"971",26.6155624105167
"972",25.6137638828181
"973",18.9566629628246
"974",19.2533086615966
"975",20.8881199097733
